Model,MDO3104
Firmware Version,1.26

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,0.0002,,
Horizontal Delay,0.000892,,
Sample Interval,2e-07,,
Record Length,10000,,
Gating,0.0% to 100.0%,,
Probe Attenuation,1,1,1
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,1,0.1,0.02
Vertical Position,-0.04,-5,-0.22
,,,
,,,
,,,
Label,,,
TIME,CH1,CH2,CH3
5.6220e-04,0.32,inf,-0.0132
5.6240e-04,0.28,inf,-0.0172
5.6260e-04,0.2,inf,-0.0308
5.6280e-04,0.16,inf,-0.0348
5.6300e-04,0.04,inf,-0.0428
5.6320e-04,0,inf,-0.0468
5.6340e-04,-0.08,inf,-0.0524
5.6360e-04,-0.16,inf,-0.0524
5.6380e-04,-0.24,inf,-0.0588
5.6400e-04,-0.32,inf,-0.0604
5.6420e-04,-0.4,inf,-0.066
5.6440e-04,-0.44,inf,-0.0652
5.6460e-04,-0.48,inf,-0.066
5.6480e-04,-0.52,inf,-0.062
5.6500e-04,-0.48,inf,-0.0604
5.6520e-04,-0.48,inf,-0.054
5.6540e-04,-0.48,inf,-0.0548
5.6560e-04,-0.44,inf,-0.0476
5.6580e-04,-0.44,inf,-0.0492
5.6600e-04,-0.36,inf,-0.0428
5.6620e-04,-0.32,inf,-0.0388
5.6640e-04,-0.24,inf,-0.03
5.6660e-04,-0.24,inf,-0.022
5.6680e-04,-0.08,inf,-0.0156
5.6700e-04,0,inf,-0.0084
5.6720e-04,0,inf,-0.002
5.6740e-04,0.08,inf,0.0028
5.6760e-04,0.16,inf,-0.0004
5.6780e-04,0.28,inf,0.0052
5.6800e-04,0.32,inf,0.006
5.6820e-04,0.36,inf,0.0148
5.6840e-04,0.44,inf,0.0148
5.6860e-04,0.44,inf,0.0236
5.6880e-04,0.48,inf,0.0116
5.6900e-04,0.48,inf,0.0196
5.6920e-04,0.48,inf,0.01
5.6940e-04,0.44,inf,0.0124
5.6960e-04,0.36,inf,0.0036
5.6980e-04,0.36,inf,0.006
5.7000e-04,0.32,inf,-0.002
5.7020e-04,0.24,inf,-0.0004
5.7040e-04,0.2,inf,-0.0084
5.7060e-04,0.12,inf,-0.0116
5.7080e-04,0.04,inf,-0.0204
5.7100e-04,0,inf,-0.0236
5.7120e-04,-0.04,inf,-0.0308
5.7140e-04,-0.16,inf,-0.0332
5.7160e-04,-0.24,inf,-0.0356
5.7180e-04,-0.32,inf,-0.0388
5.7200e-04,-0.4,inf,-0.0412
5.7220e-04,-0.4,inf,-0.0436
5.7240e-04,-0.48,inf,-0.0484
5.7260e-04,-0.48,inf,-0.0476
5.7280e-04,-0.52,inf,-0.0492
5.7300e-04,-0.52,inf,-0.046
5.7320e-04,-0.44,inf,-0.0452
5.7340e-04,-0.44,inf,-0.0372
5.7360e-04,-0.4,inf,-0.0356
5.7380e-04,-0.44,inf,-0.03
5.7400e-04,-0.32,inf,-0.034
5.7420e-04,-0.2,inf,-0.0244
5.7440e-04,-0.12,inf,-0.022
5.7460e-04,-0.08,inf,-0.0108
5.7480e-04,-0.04,inf,-0.0084
5.7500e-04,0.04,inf,0.002
5.7520e-04,0.08,inf,0.0044
5.7540e-04,0.2,inf,0.0148
5.7560e-04,0.24,inf,0.0124
5.7580e-04,0.28,inf,0.0188
5.7600e-04,0.36,inf,0.0188
5.7620e-04,0.44,inf,0.0276
5.7640e-04,0.48,inf,0.0276
5.7660e-04,0.48,inf,0.0348
5.7680e-04,0.48,inf,0.0348
5.7700e-04,0.44,inf,0.0396
5.7720e-04,0.48,inf,0.0348
5.7740e-04,0.4,inf,0.0348
5.7760e-04,0.36,inf,0.0276
5.7780e-04,0.28,inf,0.03
5.7800e-04,0.28,inf,0.022
5.7820e-04,0.16,inf,0.0236
5.7840e-04,0.08,inf,0.0164
5.7860e-04,0.04,inf,0.0188
5.7880e-04,0,inf,0.01
5.7900e-04,-0.12,inf,0.01
5.7920e-04,-0.2,inf,-0.0028
5.7940e-04,-0.28,inf,0.0004
5.7960e-04,-0.32,inf,-0.0092
5.7980e-04,-0.4,inf,-0.0052
5.8000e-04,-0.4,inf,-0.014
5.8020e-04,-0.44,inf,-0.0116
5.8040e-04,-0.52,inf,-0.0196
5.8060e-04,-0.48,inf,-0.018
5.8080e-04,-0.48,inf,-0.026
5.8100e-04,-0.48,inf,-0.0228
5.8120e-04,-0.44,inf,-0.0236
5.8140e-04,-0.4,inf,-0.0196
5.8160e-04,-0.4,inf,-0.0188
5.8180e-04,-0.32,inf,-0.0132
5.8200e-04,-0.2,inf,-0.0124
5.8220e-04,-0.12,inf,-0.01
5.8240e-04,-0.04,inf,-0.0068
5.8260e-04,0,inf,-0.006
5.8280e-04,0.08,inf,0.0004
5.8300e-04,0.16,inf,0.0036
5.8320e-04,0.24,inf,0.0108
5.8340e-04,0.32,inf,0.0124
5.8360e-04,0.36,inf,0.0212
5.8380e-04,0.36,inf,0.0196
5.8400e-04,0.4,inf,0.0252
5.8420e-04,0.4,inf,0.022
5.8440e-04,0.48,inf,0.0252
5.8460e-04,0.48,inf,0.0244
5.8480e-04,0.48,inf,0.0292
5.8500e-04,0.4,inf,0.03
5.8520e-04,0.4,inf,0.0308
5.8540e-04,0.32,inf,0.0268
5.8560e-04,0.24,inf,0.026
5.8580e-04,0.2,inf,0.0188
5.8600e-04,0.08,inf,0.0148
5.8620e-04,0.04,inf,0.0148
5.8640e-04,0,inf,0.0092
5.8660e-04,-0.12,inf,0.0052
5.8680e-04,-0.2,inf,0.0036
5.8700e-04,-0.32,inf,-0.0012
5.8720e-04,-0.32,inf,-0.0068
5.8740e-04,-0.4,inf,-0.0124
5.8760e-04,-0.44,inf,-0.0172
5.8780e-04,-0.44,inf,-0.0252
5.8800e-04,-0.48,inf,-0.0252
5.8820e-04,-0.52,inf,-0.026
5.8840e-04,-0.56,inf,-0.0244
5.8860e-04,-0.52,inf,-0.0284
5.8880e-04,-0.48,inf,-0.0268
5.8900e-04,-0.44,inf,-0.0316
5.8920e-04,-0.32,inf,-0.0284
5.8940e-04,-0.28,inf,-0.0292
5.8960e-04,-0.2,inf,-0.0268
5.8980e-04,-0.12,inf,-0.0236
5.9000e-04,-0.04,inf,-0.0148
5.9020e-04,0.04,inf,-0.014
5.9040e-04,0.08,inf,-0.0092
5.9060e-04,0.2,inf,-0.0084
5.9080e-04,0.24,inf,-0.0004
5.9100e-04,0.32,inf,0.0012
5.9120e-04,0.4,inf,0.0108
5.9140e-04,0.44,inf,0.014
5.9160e-04,0.4,inf,0.0228
5.9180e-04,0.44,inf,0.0268
5.9200e-04,0.44,inf,0.0316
5.9220e-04,0.48,inf,0.0292
5.9240e-04,0.4,inf,0.0364
5.9260e-04,0.4,inf,0.0316
5.9280e-04,0.36,inf,0.0396
5.9300e-04,0.28,inf,0.0372
5.9320e-04,0.24,inf,0.0444
5.9340e-04,0.16,inf,0.0364
5.9360e-04,0.04,inf,0.0436
5.9380e-04,0,inf,0.0316
5.9400e-04,0,inf,0.034
5.9420e-04,-0.16,inf,0.0204
5.9440e-04,-0.2,inf,0.0252
5.9460e-04,-0.28,inf,0.0124
5.9480e-04,-0.36,inf,0.018
5.9500e-04,-0.4,inf,0.0068
5.9520e-04,-0.48,inf,0.0092
5.9540e-04,-0.48,inf,-0.002
5.9560e-04,-0.52,inf,-0.0004
5.9580e-04,-0.52,inf,-0.0148
5.9600e-04,-0.52,inf,-0.0148
5.9620e-04,-0.48,inf,-0.0212
5.9640e-04,-0.4,inf,-0.0196
5.9660e-04,-0.36,inf,-0.0228
5.9680e-04,-0.28,inf,-0.0244
5.9700e-04,-0.28,inf,-0.0292
5.9720e-04,-0.16,inf,-0.0284
5.9740e-04,-0.08,inf,-0.0276
5.9760e-04,-0.04,inf,-0.0292
5.9780e-04,0.12,inf,-0.026
5.9800e-04,0.16,inf,-0.0228
5.9820e-04,0.2,inf,-0.018
5.9840e-04,0.28,inf,-0.0164
5.9860e-04,0.36,inf,-0.0108
5.9880e-04,0.44,inf,-0.006
5.9900e-04,0.4,inf,-0.0044
5.9920e-04,0.44,inf,0.0012
5.9940e-04,0.44,inf,0.0036
5.9960e-04,0.4,inf,0.0116
5.9980e-04,0.44,inf,0.014
6.0000e-04,0.4,inf,0.0252
6.0020e-04,0.4,inf,0.0252
6.0040e-04,0.36,inf,0.0284
6.0060e-04,0.16,inf,0.026
6.0080e-04,0.2,inf,0.0308
6.0100e-04,0.08,inf,0.0276
6.0120e-04,0.04,inf,0.0324
6.0140e-04,-0.04,inf,0.03
6.0160e-04,-0.08,inf,0.0348
6.0180e-04,-0.24,inf,0.0316
6.0200e-04,-0.28,inf,0.0316
6.0220e-04,-0.32,inf,0.0236
6.0240e-04,-0.44,inf,0.022
6.0260e-04,-0.48,inf,0.0164
6.0280e-04,-0.52,inf,0.0132
6.0300e-04,-0.48,inf,0.0068
6.0320e-04,-0.48,inf,0.006
6.0340e-04,-0.52,inf,0.0036
6.0360e-04,-0.48,inf,-0.0028
6.0380e-04,-0.44,inf,-0.006
6.0400e-04,-0.36,inf,-0.0132
6.0420e-04,-0.28,inf,-0.0164
6.0440e-04,-0.24,inf,-0.0204
6.0460e-04,-0.2,inf,-0.0196
6.0480e-04,-0.08,inf,-0.022
6.0500e-04,-0.04,inf,-0.0196
6.0520e-04,0.04,inf,-0.0212
6.0540e-04,0.12,inf,-0.0188
6.0560e-04,0.24,inf,-0.0212
6.0580e-04,0.2,inf,-0.0196
6.0600e-04,0.36,inf,-0.0212
6.0620e-04,0.44,inf,-0.0156
6.0640e-04,0.4,inf,-0.014
6.0660e-04,0.44,inf,-0.0044
6.0680e-04,0.4,inf,-0.0036
6.0700e-04,0.48,inf,0.0068
6.0720e-04,0.44,inf,0.0044
6.0740e-04,0.44,inf,0.01
6.0760e-04,0.32,inf,0.0084
6.0780e-04,0.32,inf,0.0212
6.0800e-04,0.2,inf,0.018
6.0820e-04,0.12,inf,0.0292
6.0840e-04,0.08,inf,0.0268
6.0860e-04,0,inf,0.0332
6.0880e-04,-0.08,inf,0.0276
6.0900e-04,-0.12,inf,0.0332
6.0920e-04,-0.2,inf,0.026
6.0940e-04,-0.32,inf,0.0332
6.0960e-04,-0.36,inf,0.0268
6.0980e-04,-0.4,inf,0.0284
6.1000e-04,-0.4,inf,0.0228
6.1020e-04,-0.52,inf,0.0228
6.1040e-04,-0.52,inf,0.0156
6.1060e-04,-0.48,inf,0.0092
6.1080e-04,-0.52,inf,0.0044
6.1100e-04,-0.48,inf,0.0004
6.1120e-04,-0.4,inf,-0.0028
6.1140e-04,-0.36,inf,-0.0052
6.1160e-04,-0.32,inf,-0.0084
6.1180e-04,-0.12,inf,-0.0116
6.1200e-04,-0.12,inf,-0.018
6.1220e-04,-0.04,inf,-0.0228
6.1240e-04,0.04,inf,-0.03
6.1260e-04,0.08,inf,-0.0316
6.1280e-04,0.16,inf,-0.0356
6.1300e-04,0.28,inf,-0.0316
6.1320e-04,0.32,inf,-0.0348
6.1340e-04,0.36,inf,-0.0276
6.1360e-04,0.4,inf,-0.034
6.1380e-04,0.44,inf,-0.022
6.1400e-04,0.52,inf,-0.0284
6.1420e-04,0.44,inf,-0.0196
6.1440e-04,0.4,inf,-0.0252
6.1460e-04,0.44,inf,-0.01
6.1480e-04,0.44,inf,-0.0116
6.1500e-04,0.36,inf,0.0004
6.1520e-04,0.24,inf,-0.0028
6.1540e-04,0.12,inf,0.0084
6.1560e-04,0.12,inf,0.0076
6.1580e-04,0,inf,0.0164
6.1600e-04,-0.04,inf,0.0132
6.1620e-04,-0.08,inf,0.0228
6.1640e-04,-0.2,inf,0.022
6.1660e-04,-0.28,inf,0.0292
6.1680e-04,-0.32,inf,0.0276
6.1700e-04,-0.4,inf,0.0316
6.1720e-04,-0.36,inf,0.0268
6.1740e-04,-0.48,inf,0.0268
6.1760e-04,-0.52,inf,0.0236
6.1780e-04,-0.48,inf,0.0228
6.1800e-04,-0.52,inf,0.018
6.1820e-04,-0.52,inf,0.0188
6.1840e-04,-0.4,inf,0.0132
6.1860e-04,-0.4,inf,0.0068
6.1880e-04,-0.28,inf,-0.0012
6.1900e-04,-0.24,inf,-0.0044
6.1920e-04,-0.2,inf,-0.0132
6.1940e-04,-0.04,inf,-0.0164
6.1960e-04,0,inf,-0.0196
6.1980e-04,0.04,inf,-0.022
6.2000e-04,0.16,inf,-0.0244
6.2020e-04,0.16,inf,-0.0252
6.2040e-04,0.28,inf,-0.0332
6.2060e-04,0.32,inf,-0.0388
6.2080e-04,0.36,inf,-0.0396
6.2100e-04,0.44,inf,-0.042
6.2120e-04,0.48,inf,-0.042
6.2140e-04,0.44,inf,-0.0428
6.2160e-04,0.44,inf,-0.0364
6.2180e-04,0.4,inf,-0.0348
6.2200e-04,0.4,inf,-0.0292
6.2220e-04,0.28,inf,-0.0292
6.2240e-04,0.28,inf,-0.0252
6.2260e-04,0.24,inf,-0.0236
6.2280e-04,0.12,inf,-0.0164
6.2300e-04,0.04,inf,-0.0116
6.2320e-04,-0.04,inf,-0.0044
6.2340e-04,-0.12,inf,-0.0004
6.2360e-04,-0.24,inf,0.0052
6.2380e-04,-0.24,inf,0.0116
6.2400e-04,-0.4,inf,0.0132
6.2420e-04,-0.44,inf,0.0164
6.2440e-04,-0.44,inf,0.0164
6.2460e-04,-0.48,inf,0.0252
6.2480e-04,-0.44,inf,0.0236
6.2500e-04,-0.52,inf,0.0276
6.2520e-04,-0.52,inf,0.0268
6.2540e-04,-0.52,inf,0.0284
6.2560e-04,-0.36,inf,0.0236
6.2580e-04,-0.32,inf,0.0204
6.2600e-04,-0.32,inf,0.018
6.2620e-04,-0.2,inf,0.014
6.2640e-04,-0.16,inf,0.0132
6.2660e-04,-0.04,inf,0.0076
6.2680e-04,0.04,inf,0.006
6.2700e-04,0.04,inf,0.0004
6.2720e-04,0.12,inf,-0.0004
6.2740e-04,0.2,inf,-0.0124
6.2760e-04,0.32,inf,-0.0084
6.2780e-04,0.4,inf,-0.0212
6.2800e-04,0.44,inf,-0.0156
6.2820e-04,0.36,inf,-0.0228
6.2840e-04,0.48,inf,-0.0164
6.2860e-04,0.4,inf,-0.0276
6.2880e-04,0.44,inf,-0.0212
6.2900e-04,0.4,inf,-0.0292
6.2920e-04,0.4,inf,-0.0252
6.2940e-04,0.32,inf,-0.0316
6.2960e-04,0.24,inf,-0.0212
6.2980e-04,0.12,inf,-0.022
6.3000e-04,0.08,inf,-0.0132
6.3020e-04,0.04,inf,-0.014
6.3040e-04,-0.04,inf,-0.0068
6.3060e-04,-0.16,inf,-0.01
6.3080e-04,-0.24,inf,-0.002
6.3100e-04,-0.28,inf,-0.006
6.3120e-04,-0.36,inf,0.0004
6.3140e-04,-0.4,inf,0.002
6.3160e-04,-0.48,inf,0.0108
6.3180e-04,-0.48,inf,0.0092
6.3200e-04,-0.48,inf,0.0164
6.3220e-04,-0.48,inf,0.0148
6.3240e-04,-0.52,inf,0.0188
6.3260e-04,-0.4,inf,0.014
6.3280e-04,-0.36,inf,0.0156
6.3300e-04,-0.28,inf,0.0108
6.3320e-04,-0.24,inf,0.0124
6.3340e-04,-0.16,inf,0.0084
6.3360e-04,-0.08,inf,0.0076
6.3380e-04,0,inf,0.002
6.3400e-04,0.04,inf,0.0012
6.3420e-04,0.08,inf,-0.006
6.3440e-04,0.2,inf,-0.0084
6.3460e-04,0.28,inf,-0.014
6.3480e-04,0.32,inf,-0.0172
6.3500e-04,0.36,inf,-0.0188
6.3520e-04,0.4,inf,-0.0212
6.3540e-04,0.48,inf,-0.0252
6.3560e-04,0.48,inf,-0.0284
6.3580e-04,0.44,inf,-0.03
6.3600e-04,0.44,inf,-0.0308
6.3620e-04,0.4,inf,-0.0316
6.3640e-04,0.36,inf,-0.0268
6.3660e-04,0.32,inf,-0.03
6.3680e-04,0.2,inf,-0.0212
6.3700e-04,0.12,inf,-0.0212
6.3720e-04,0.04,inf,-0.0172
6.3740e-04,-0.04,inf,-0.0212
6.3760e-04,-0.08,inf,-0.01
6.3780e-04,-0.2,inf,-0.0124
6.3800e-04,-0.24,inf,-0.0004
6.3820e-04,-0.32,inf,-0.002
6.3840e-04,-0.4,inf,0.0124
6.3860e-04,-0.44,inf,0.0076
6.3880e-04,-0.48,inf,0.0204
6.3900e-04,-0.52,inf,0.0148
6.3920e-04,-0.48,inf,0.0228
6.3940e-04,-0.48,inf,0.018
6.3960e-04,-0.48,inf,0.03
6.3980e-04,-0.4,inf,0.0292
6.4000e-04,-0.32,inf,0.0332
6.4020e-04,-0.28,inf,0.0324
6.4040e-04,-0.2,inf,0.0332
6.4060e-04,-0.16,inf,0.0292
6.4080e-04,-0.08,inf,0.0252
6.4100e-04,0.08,inf,0.022
6.4120e-04,0.16,inf,0.0164
6.4140e-04,0.2,inf,0.014
6.4160e-04,0.24,inf,0.0124
6.4180e-04,0.32,inf,0.0092
6.4200e-04,0.36,inf,0.0044
6.4220e-04,0.44,inf,0.0036
6.4240e-04,0.52,inf,-0.0044
6.4260e-04,0.48,inf,-0.01
6.4280e-04,0.48,inf,-0.0156
6.4300e-04,0.44,inf,-0.018
6.4320e-04,0.4,inf,-0.0196
6.4340e-04,0.32,inf,-0.0204
6.4360e-04,0.28,inf,-0.0212
6.4380e-04,0.2,inf,-0.0196
6.4400e-04,0.08,inf,-0.0196
6.4420e-04,0.04,inf,-0.0172
6.4440e-04,0,inf,-0.0188
6.4460e-04,-0.16,inf,-0.0124
6.4480e-04,-0.24,inf,-0.0108
6.4500e-04,-0.24,inf,-0.0028
6.4520e-04,-0.28,inf,0.0004
6.4540e-04,-0.32,inf,0.0044
6.4560e-04,-0.4,inf,0.006
6.4580e-04,-0.48,inf,0.0164
6.4600e-04,-0.48,inf,0.0164
6.4620e-04,-0.52,inf,0.0212
6.4640e-04,-0.48,inf,0.0236
6.4660e-04,-0.44,inf,0.0316
6.4680e-04,-0.36,inf,0.034
6.4700e-04,-0.36,inf,0.0388
6.4720e-04,-0.24,inf,0.0396
6.4740e-04,-0.2,inf,0.0404
6.4760e-04,-0.08,inf,0.038
6.4780e-04,0,inf,0.038
6.4800e-04,0.04,inf,0.0388
6.4820e-04,0.12,inf,0.0364
6.4840e-04,0.24,inf,0.0372
6.4860e-04,0.28,inf,0.0348
6.4880e-04,0.4,inf,0.0276
6.4900e-04,0.36,inf,0.0236
6.4920e-04,0.44,inf,0.0188
6.4940e-04,0.52,inf,0.0124
6.4960e-04,0.44,inf,0.006
6.4980e-04,0.44,inf,0.006
6.5000e-04,0.4,inf,-0.002
6.5020e-04,0.36,inf,0.002
6.5040e-04,0.28,inf,-0.0052
6.5060e-04,0.28,inf,-0.0028
6.5080e-04,0.16,inf,-0.0148
6.5100e-04,0.12,inf,-0.0108
6.5120e-04,0.04,inf,-0.0204
6.5140e-04,-0.04,inf,-0.0124
6.5160e-04,-0.12,inf,-0.0212
6.5180e-04,-0.24,inf,-0.0084
6.5200e-04,-0.32,inf,-0.0116
6.5220e-04,-0.36,inf,-0.0004
6.5240e-04,-0.44,inf,-0.006
6.5260e-04,-0.48,inf,0.0012
6.5280e-04,-0.52,inf,-0.0012
6.5300e-04,-0.56,inf,0.0068
6.5320e-04,-0.56,inf,0.0036
6.5340e-04,-0.44,inf,0.0124
6.5360e-04,-0.48,inf,0.0156
6.5380e-04,-0.44,inf,0.0228
6.5400e-04,-0.36,inf,0.0244
6.5420e-04,-0.24,inf,0.0292
6.5440e-04,-0.12,inf,0.0236
6.5460e-04,-0.08,inf,0.0276
6.5480e-04,0,inf,0.0268
6.5500e-04,0.08,inf,0.0292
6.5520e-04,0.12,inf,0.0252
6.5540e-04,0.2,inf,0.0244
6.5560e-04,0.28,inf,0.0204
6.5580e-04,0.4,inf,0.0196
6.5600e-04,0.4,inf,0.0108
6.5620e-04,0.48,inf,0.01
6.5640e-04,0.52,inf,0.0028
6.5660e-04,0.44,inf,0.006
6.5680e-04,0.44,inf,-0.002
6.5700e-04,0.4,inf,-0.0004
6.5720e-04,0.36,inf,-0.0068
6.5740e-04,0.28,inf,-0.0092
6.5760e-04,0.2,inf,-0.0156
6.5780e-04,0.12,inf,-0.018
6.5800e-04,0.08,inf,-0.026
6.5820e-04,-0.04,inf,-0.0236
6.5840e-04,-0.12,inf,-0.026
6.5860e-04,-0.24,inf,-0.0204
6.5880e-04,-0.24,inf,-0.0268
6.5900e-04,-0.36,inf,-0.0236
6.5920e-04,-0.44,inf,-0.0284
6.5940e-04,-0.44,inf,-0.0236
6.5960e-04,-0.52,inf,-0.0284
6.5980e-04,-0.52,inf,-0.022
6.6000e-04,-0.44,inf,-0.0212
6.6020e-04,-0.52,inf,-0.01
6.6040e-04,-0.52,inf,-0.0132
6.6060e-04,-0.36,inf,-0.0044
6.6080e-04,-0.36,inf,-0.0084
6.6100e-04,-0.2,inf,-0.0028
6.6120e-04,-0.2,inf,-0.0052
6.6140e-04,-0.12,inf,-0.0004
6.6160e-04,0,inf,-0.0044
6.6180e-04,0.08,inf,0.002
6.6200e-04,0.16,inf,0.002
6.6220e-04,0.24,inf,0.006
6.6240e-04,0.32,inf,0.0044
6.6260e-04,0.36,inf,0.0036
6.6280e-04,0.4,inf,0.002
6.6300e-04,0.48,inf,-0.0012
6.6320e-04,0.44,inf,-0.0028
6.6340e-04,0.48,inf,-0.0068
6.6360e-04,0.4,inf,-0.0028
6.6380e-04,0.4,inf,-0.0068
6.6400e-04,0.4,inf,-0.0044
6.6420e-04,0.32,inf,-0.0132
6.6440e-04,0.28,inf,-0.01
6.6460e-04,0.12,inf,-0.0132
6.6480e-04,0.08,inf,-0.0132
6.6500e-04,0,inf,-0.0148
6.6520e-04,-0.12,inf,-0.0124
6.6540e-04,-0.2,inf,-0.0124
6.6560e-04,-0.28,inf,-0.01
6.6580e-04,-0.36,inf,-0.0108
6.6600e-04,-0.4,inf,-0.0116
6.6620e-04,-0.44,inf,-0.0092
6.6640e-04,-0.52,inf,-0.0116
6.6660e-04,-0.52,inf,-0.0076
6.6680e-04,-0.48,inf,-0.006
6.6700e-04,-0.48,inf,-0.0036
6.6720e-04,-0.48,inf,-0.0028
6.6740e-04,-0.36,inf,-0.0004
6.6760e-04,-0.28,inf,-0.0044
6.6780e-04,-0.28,inf,-0.002
6.6800e-04,-0.12,inf,-0.0052
6.6820e-04,-0.04,inf,-0.0076
6.6840e-04,0,inf,-0.0076
6.6860e-04,0.08,inf,-0.0068
6.6880e-04,0.2,inf,-0.0076
6.6900e-04,0.2,inf,-0.01
6.6920e-04,0.36,inf,-0.0116
6.6940e-04,0.4,inf,-0.018
6.6960e-04,0.44,inf,-0.0204
6.6980e-04,0.4,inf,-0.026
6.7000e-04,0.48,inf,-0.0284
6.7020e-04,0.48,inf,-0.0316
6.7040e-04,0.48,inf,-0.03
6.7060e-04,0.4,inf,-0.0316
6.7080e-04,0.36,inf,-0.03
6.7100e-04,0.32,inf,-0.0364
6.7120e-04,0.24,inf,-0.034
6.7140e-04,0.16,inf,-0.0396
6.7160e-04,0.04,inf,-0.034
6.7180e-04,0,inf,-0.0348
6.7200e-04,-0.12,inf,-0.0276
6.7220e-04,-0.2,inf,-0.03
6.7240e-04,-0.28,inf,-0.0188
6.7260e-04,-0.36,inf,-0.0228
6.7280e-04,-0.44,inf,-0.0124
6.7300e-04,-0.44,inf,-0.0172
6.7320e-04,-0.48,inf,-0.0068
6.7340e-04,-0.48,inf,-0.0092
6.7360e-04,-0.44,inf,0.0036
6.7380e-04,-0.48,inf,0.002
6.7400e-04,-0.4,inf,0.0124
6.7420e-04,-0.32,inf,0.01
6.7440e-04,-0.28,inf,0.018
6.7460e-04,-0.2,inf,0.014
6.7480e-04,-0.12,inf,0.0188
6.7500e-04,-0.04,inf,0.0156
6.7520e-04,0.08,inf,0.0204
6.7540e-04,0.12,inf,0.018
6.7560e-04,0.2,inf,0.0196
6.7580e-04,0.28,inf,0.014
6.7600e-04,0.32,inf,0.0124
6.7620e-04,0.4,inf,0.0044
6.7640e-04,0.36,inf,-0.0028
6.7660e-04,0.52,inf,-0.0068
6.7680e-04,0.48,inf,-0.0116
6.7700e-04,0.48,inf,-0.0172
6.7720e-04,0.4,inf,-0.0172
6.7740e-04,0.36,inf,-0.0212
6.7760e-04,0.28,inf,-0.022
6.7780e-04,0.24,inf,-0.0276
6.7800e-04,0.16,inf,-0.0276
6.7820e-04,0.08,inf,-0.0348
6.7840e-04,0,inf,-0.0308
6.7860e-04,-0.08,inf,-0.0348
6.7880e-04,-0.16,inf,-0.0268
6.7900e-04,-0.2,inf,-0.0268
6.7920e-04,-0.4,inf,-0.0188
6.7940e-04,-0.4,inf,-0.0196
6.7960e-04,-0.4,inf,-0.0124
6.7980e-04,-0.52,inf,-0.0116
6.8000e-04,-0.52,inf,-0.0028
6.8020e-04,-0.44,inf,-0.0044
6.8040e-04,-0.48,inf,0.006
6.8060e-04,-0.52,inf,0.0092
6.8080e-04,-0.36,inf,0.0188
6.8100e-04,-0.36,inf,0.018
6.8120e-04,-0.2,inf,0.0276
6.8140e-04,-0.2,inf,0.026
6.8160e-04,-0.04,inf,0.0316
6.8180e-04,0,inf,0.026
6.8200e-04,0.08,inf,0.0316
6.8220e-04,0.2,inf,0.0252
6.8240e-04,0.32,inf,0.0324
6.8260e-04,0.36,inf,0.0212
6.8280e-04,0.36,inf,0.022
6.8300e-04,0.4,inf,0.0092
6.8320e-04,0.48,inf,0.0092
6.8340e-04,0.44,inf,-0.002
6.8360e-04,0.44,inf,-0.0044
6.8380e-04,0.4,inf,-0.014
6.8400e-04,0.32,inf,-0.0172
6.8420e-04,0.32,inf,-0.0236
6.8440e-04,0.24,inf,-0.0292
6.8460e-04,0.2,inf,-0.0372
6.8480e-04,0.08,inf,-0.038
6.8500e-04,-0.04,inf,-0.0412
6.8520e-04,0,inf,-0.046
6.8540e-04,-0.2,inf,-0.042
6.8560e-04,-0.32,inf,-0.0436
6.8580e-04,-0.36,inf,-0.038
6.8600e-04,-0.44,inf,-0.0364
6.8620e-04,-0.48,inf,-0.03
6.8640e-04,-0.52,inf,-0.0324
6.8660e-04,-0.48,inf,-0.0252
6.8680e-04,-0.48,inf,-0.0196
6.8700e-04,-0.52,inf,-0.0092
6.8720e-04,-0.48,inf,-0.0004
6.8740e-04,-0.44,inf,0.0092
6.8760e-04,-0.32,inf,0.0172
6.8780e-04,-0.28,inf,0.0244
6.8800e-04,-0.16,inf,0.0316
6.8820e-04,-0.08,inf,0.0324
6.8840e-04,0,inf,0.0348
6.8860e-04,0.12,inf,0.038
6.8880e-04,0.24,inf,0.0444
6.8900e-04,0.32,inf,0.0412
6.8920e-04,0.36,inf,0.0444
6.8940e-04,0.36,inf,0.0404
6.8960e-04,0.44,inf,0.0356
6.8980e-04,0.48,inf,0.03
6.9000e-04,0.44,inf,0.0228
6.9020e-04,0.44,inf,0.0132
6.9040e-04,0.4,inf,0.0068
6.9060e-04,0.4,inf,0.0004
6.9080e-04,0.32,inf,-0.0052
6.9100e-04,0.2,inf,-0.0156
6.9120e-04,0.12,inf,-0.0188
6.9140e-04,0.04,inf,-0.026
6.9160e-04,0,inf,-0.0324
6.9180e-04,-0.04,inf,-0.0388
6.9200e-04,-0.2,inf,-0.0412
6.9220e-04,-0.28,inf,-0.0412
6.9240e-04,-0.32,inf,-0.0404
6.9260e-04,-0.4,inf,-0.0372
6.9280e-04,-0.44,inf,-0.038
6.9300e-04,-0.48,inf,-0.0348
6.9320e-04,-0.48,inf,-0.0324
6.9340e-04,-0.52,inf,-0.0268
6.9360e-04,-0.44,inf,-0.022
6.9380e-04,-0.44,inf,-0.0108
6.9400e-04,-0.4,inf,-0.0052
6.9420e-04,-0.32,inf,0.01
6.9440e-04,-0.2,inf,0.0116
